STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-104259r1_rule,Symantec ProxySG providing reverse proxy encryption intermediary services must implement NIST FIPS-validated cryptography to generate cryptographic hashes.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-104261r1_rule,Symantec ProxySG providing reverse proxy encryption intermediary services must implement NIST FIPS-validated cryptography for digital signatures.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-104263r1_rule,Symantec ProxySG providing reverse proxy encryption intermediary services must use NIST FIPS-validated cryptography to implement encryption services.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-104265r1_rule,Symantec ProxySG must use Transport Layer Security (TLS) to protect the authenticity of communications sessions.,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001184,Protect the authenticity of communications sessions.,SC-23; SC-23.1,,,,,,,
SV-104267r1_rule,"If reverse proxy is used for validating and restricting certs from external entities, and this function is required by the SSP, Symantec ProxySG providing user authentication intermediary services usi",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002470,Only allow the use of organization-defined certificate authorities for verification of the establishment of protected sessions.,SC-23 (5),,,,,,,
SV-104269r1_rule,"Symantec ProxySG must fail to a secure state upon failure of initialization, shutdown, or abort actions.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001190,Fail to an organization-defined known-system state for the list of organization-defined types of system failures on organization-defined system components on the indicated components while preserving ,SC-24; SC-24.1 (iv),,,,,,,
SV-104271r1_rule,Symantec ProxySG providing content filtering must protect against known and unknown types of denial-of-service (DoS) attacks by employing rate-based attack prevention behavior analysis.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-104273r1_rule,Symantec ProxySG must implement load balancing to limit the effects of known and unknown types of denial-of-service (DoS) attacks.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-104275r1_rule,Symantec ProxySG must block outbound traffic containing known and unknown denial-of-service (DoS) attacks to protect against the use of internal information systems to launch any DoS attacks against o,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001094,Restrict the ability of individuals to launch organization-defined denial of service attacks against other systems.,SC-5 (1); SC-5 (1).1,,,,,,,
SV-104277r1_rule,Symantec ProxySG must allow incoming communications only from organization-defined authorized sources routed to organization-defined authorized destinations.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002403,Only allow incoming communications from organization-defined authorized sources routed to organization-defined authorized destinations.,SC-7 (11),,,,,,,
SV-104279r1_rule,Symantec ProxySG must fail securely in the event of an operational failure.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001126,Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.,SC-7 (18),,,,,,,
SV-104281r1_rule,"Symantec ProxySG must deny network communications traffic by default and allow network communications traffic by exception (i.e., deny all, permit by exception).",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001109,Deny network communications traffic by default and allow network communications traffic by exception at managed interfaces; and/or for organization-defined systems.,SC-7 (5); SC-7 (5).1 (i) (ii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-104283r1_rule,Symantec ProxySG must identify and log internal users associated with denied outgoing communications traffic posing a threat to external information systems.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002400,Audit the identity of internal users associated with denied outgoing communications traffic posing a threat to external systems.,SC-7 (9) (b),,,,,,,
SV-104285r1_rule,Symantec ProxySG must tailor the Exceptions messages to generate error messages that provide the information necessary for corrective actions without revealing information that could be exploited by a,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001312,Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited.,SI-11 a; SI-11 b; SI-11.1 (iii),,,,,,,
SV-104287r1_rule,Symantec ProxySG providing content filtering must be configured to integrate with a system-wide intrusion detection system.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002656,Configure individual intrusion detection tools into a system-wide intrusion detection system.,SI-4 (1),3.14.6,,System and Information Integrity,SI.L1-3.14.6,SI.L2-3.14.6,,3
SV-104289r1_rule,"Symantec ProxySG providing content filtering must detect use of network services that have not been authorized or approved by the ISSM and ISSO, at a minimum.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002683,Detect network services that have not been authorized or approved by the organization-defined authorization or approval processes.,SI-4 (22); SI-4 (22) (a),,,,,,,
SV-104291r1_rule,Symantec ProxySG providing content filtering must generate a log record when access attempts to unauthorized websites and/or services are detected.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002684,Audit and/or alert organization-defined personnel when unauthorized network services are detected.,SI-4 (22); SI-4 (22) (b),,,,,,,
SV-104293r1_rule,"Symantec ProxySG providing content filtering must generate an alert to, at a minimum, the ISSO and ISSM when access attempts to unauthorized websites and/or services are detected.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002684,Audit and/or alert organization-defined personnel when unauthorized network services are detected.,SI-4 (22); SI-4 (22) (b),,,,,,,
SV-104295r1_rule,Reverse proxy Symantec ProxySG providing content filtering must continuously monitor inbound communications traffic crossing internal security boundaries for unusual or unauthorized activities or cond,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002661,Monitor inbound communications traffic per organization-defined frequency for organization-defined unusual or unauthorized activities or conditions.,SI-4 (4); SI-4 (4) (b),3.14.6,,System and Information Integrity,SI.L1-3.14.6,SI.L2-3.14.6,,3
SV-104297r1_rule,Symantec ProxySG providing content filtering must continuously monitor outbound communications traffic crossing internal security boundaries for unusual/unauthorized activities or conditions.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002662,Monitor outbound communications traffic per organization-defined frequency for organization-defined unusual or unauthorized activities or conditions.,SI-4 (4); SI-4 (4) (b),3.14.6,,System and Information Integrity,SI.L1-3.14.6,SI.L2-3.14.6,,3
SV-104299r1_rule,"Symantec ProxySG providing content filtering must send an alert to, at a minimum, the ISSO and ISSM when detection events occur.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002664,Alert organization-defined personnel or roles when organization-defined compromise indicators generate the occurrence of a compromise or a potential compromise.,SI-4 (5),3.14.6,,System and Information Integrity,SI.L1-3.14.6,SI.L2-3.14.6,,3
SV-104301r1_rule,"Symantec ProxySG providing content filtering must generate an alert to, at a minimum, the ISSO and ISSM when denial-of-service (DoS) incidents are detected.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002664,Alert organization-defined personnel or roles when organization-defined compromise indicators generate the occurrence of a compromise or a potential compromise.,SI-4 (5),3.14.6,,System and Information Integrity,SI.L1-3.14.6,SI.L2-3.14.6,,3
SV-104305r2_rule,Symantec ProxySG must enable Attack Detection.,high,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-104417r2_rule,The SEL-2740S must authenticate all network-connected endpoint devices before establishing any connection.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-001958,"Authenticate organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection.",IA-3,3.5.2,,Identification and Authentication,IA.L1-3.5.2,IA.L2-3.5.2,,5
SV-104419r2_rule,The SEL-2740S must authenticate Network Time Protocol sources using authentication that is cryptographically based.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-001967,"Authenticate organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection using bidirectional authentication that is cryptographically based.",IA-3 (1),3.5.2,,Identification and Authentication,IA.L1-3.5.2,IA.L2-3.5.2,,5
SV-104421r2_rule,The SEL-2740S must employ automated mechanisms to assist in the tracking of security incidents.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-000833,The organization employs automated mechanisms to assist in the tracking of security incidents.,IR-5 (1); IR-5 (1).1 (i),3.6.2,,Incident Response,,IR.L2-3.6.2,,3
SV-104483r1_rule,Symantec ProxySG must be configured with only one local account that is used as the account of last resort.,medium,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-002111,The organization identifies and selects the organization-defined information system account types of information system accounts which support organizational missions/business functions.,AC-2 a,3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-104485r1_rule,Symantec ProxySG must be configured to enforce user authorization to implement least privilege.,high,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,AC-3; AC-3.1,3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
SV-104487r1_rule,Symantec ProxySG must configure Web Management Console access restrictions to authorized IP address/ranges.,high,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,AC-3; AC-3.1,3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
SV-104489r1_rule,"Symantec ProxySG must be configured to enforce assigned privilege levels for approved administrators when accessing the management console, SSH, and the command line interface (CLI).",medium,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-001368,Enforce approved authorizations for controlling the flow of information within the system based on organization-defined information flow control policies.,AC-4; AC-4.1 (iii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-104491r1_rule,Symantec ProxySG must be configured to enforce the limit of three consecutive invalid logon attempts by a user during a 15-minute time period.,medium,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-000044,Enforce the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.,AC-7 a; AC-7.1 (ii),3.1.8,,Access Control,,AC.L2-3.1.8,,5
SV-104493r1_rule,Symantec ProxySG must display the Standard Mandatory DoD Notice and Consent Banner before granting access to the device.,low,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-000048,Display an organization-defined system use notification message or banner to users before granting access to the system that provides privacy and security notices consistent with applicable federal la,AC-8 a; AC-8.1 (ii),3.1.9,,Access Control,,AC.L2-3.1.9,,5
SV-104495r1_rule,Symantec ProxySG must enable event access logging.,medium,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-104497r1_rule,Symantec ProxySG must be configured to support centralized management and configuration of the audit log.,medium,U_SYM_ProxySG_NDM_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
