CCI_ID,NIST_53_Ref,Definition
CCI-004030,CP-10 (6),Protect system components used for recovery and reconstitution.
CCI-004031,IA-1 a 1,Defines the personnel or roles the organization-level; mission/business process-level; and/or system-level identification and authorization policy is disseminated to.
CCI-004032,IA-1 a 1 (a),"Develop and document an organization-level; mission/business process-level; and/or system-level identification and authorization policy that addresses purpose, scope, roles, responsibilities, manageme"
CCI-004033,IA-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and/or system-level identification and authorization policy that is consistent with applicable laws, Executive Orders, direc"
CCI-004034,IA-1 a 2,Develop and document the procedures to facilitate the implementation of the identification and authorization policy and the associated identification and authentication controls.
CCI-004035,IA-1 b,Designate an organization-defined official to manage development and documentation of the identification and authentication policy.
CCI-004036,IA-1 b,Designate an organization-defined official to manage dissemination of the identification and authentication policy.
CCI-004037,IA-1 b,Designate an organization-defined official to manage development and documentation of the identification and authentication procedures.
CCI-004038,IA-1 b,Designate an organization-defined official to manage dissemination of the identification and authentication procedures.
CCI-004039,IA-1 b,"Defines the official designated to managing the development, documentation, and dissemination of the identification and authentication policy."
CCI-004040,IA-1 b,"Defines the official designated to managing the development, documentation, and dissemination of the identification and authentication procedures."
CCI-004041,IA-1 c 1,Review and update the current identification and authentication policy following organization-defined events.
CCI-004042,IA-1 c 1,Defines the events following reviewing and updating the current identification and authentication policy.
CCI-004043,IA-1 c 2,Review and update the current identification and authentication procedures following organization-defined events.
CCI-004044,IA-1 c 2,Defines the events following reviewing and updating the current identification and authentication procedures.
CCI-004045,IA-2 (5),Require users to be individually authenticated before granting access to the shared accounts or resources.
CCI-004046,IA-2 (6) (a),Implement multi-factor authentication for local; network; and/or remote access to privileged accounts; and/or non-privileged accounts such that one of the factors is provided by a device separate from
CCI-004047,IA-2 (6) (b),Implement multi-factor authentication for local; network; and/or remote access to privileged accounts; and/or non-privileged accounts such that the device meets organization-defined strength of mechan
CCI-004048,IA-2 (6) (b),Defines the strength of mechanism requirements for implementing multi-factor authentication.
CCI-004049,IA-4 (5),Defines the dynamic identifier policy for managing individual identifiers dynamically.
CCI-004050,IA-4 (8),Generate pairwise pseudonymous identifiers.
CCI-004051,IA-4 (9),"Maintain the attributes for each uniquely identified individual, device, or service in organization-defined protected central storage."
CCI-004052,IA-4 (9),"Defines the protected central storage for maintaining the attributes for each uniquely individual, device or service."
CCI-004053,IA-5 d,Manage system authenticators by establishing administrative procedures for lost/compromised or damaged authenticators.
CCI-004054,IA-5 d,Manage system authenticators by implementing administrative procedures for lost/compromised or damaged authenticators.
CCI-004055,IA-5 e,Manage system authenticators by changing default authenticators prior to first use.
CCI-004056,IA-5 f,Defines the events for when to change or refresh authenticators.
CCI-004057,IA-5 (1) (a),"Defines the frequency for updating commonly used, expected, or compromised passwords, when they are suspected of being compromised directly or indirectly."
CCI-004058,IA-5 (1) (a),"For password-based authentication, maintain a list of commonly used, expected, or compromised passwords on an organization-defined frequency."
CCI-004059,IA-5 (1) (a),"For password-based authentication, update the list of passwords on an organization-defined frequency."
CCI-004060,IA-5 (1) (a),"For password-based authentication, update the list of passwords when organizational passwords are suspected to have been compromised directly or indirectly."
CCI-004061,IA-5 (1) (b),"For password-based authentication, verify when users create or update passwords, that the passwords are not found on the list of commonly-used, expected, or compromised passwords in IA-5 (1) (a)."
CCI-004062,IA-5 (1) (d),"For password-based authentication, store passwords using an approved salted key derivation function, preferably using a keyed hash."
CCI-004063,IA-5 (1) (e),"For password-based authentication, require immediate selection of a new password upon account recovery."
CCI-004064,IA-5 (1) (f),"For password-based authentication, allow user selection of long passwords and passphrases, including spaces and all printable characters."
CCI-004065,IA-5 (1) (g),"For password-based authentication, employ automated tools to assist the user in selecting strong password authenticators."
CCI-004066,IA-5 (1) (h),"For password-based authentication, enforce organization-defined composition and complexity rules."
CCI-004067,IA-5 (1) (h),Defines the composition and complexity rules to be enforced.
CCI-004068,IA-5 (2) (b) (2),"For public key-based authentication, implement a local cache of revocation data to support path discovery and validation."
CCI-004069,IA-5 (7),Ensure that the unencrypted static authenticators are not embedded in applications or other forms of static storage.
CCI-004070,IA-5 (9),Use organization-defined external organizations to federate credentials.
CCI-004071,IA-5 (9),Defines the external organizations used to federate credentials.
CCI-004072,IA-5 (10),Defines the binding rules for binding identities and authenticators.
CCI-004073,IA-5 (15),"Use only General Services Administration-approved and validated products and services for identity, credential, and access management."
CCI-004074,IA-5 (16),Require that the issuance of organization-defined types of and/or specific authenticators be conducted in person or by a trusted external party before the organization-defined registration authority w
CCI-004075,IA-5 (16),Defines types of and/or specific authenticators to be conducted in person or by a trusted external party before the organization-defined registration authority.
CCI-004076,IA-5 (16),Defines the registration authority who conducts the issuance of organization-defined types of and/or specific authenticators.
CCI-004077,IA-5 (16),Defines the personnel or roles who authorize the issuance of organization-defined types of and/or specific authenticators.
CCI-004078,IA-5 (17),Employ presentation attack detection mechanisms for biometric-based authentication.
CCI-004079,IA-5 (18) (a),Employ organization-defined password managers to generate and manage passwords.
CCI-004080,IA-5 (18) (a),Defines the password managers employed to generate and manage passwords.
CCI-004081,IA-5 (18) (b),Protect the passwords using organization-defined controls.
CCI-004082,IA-5 (18) (b),Defines the controls for protecting the passwords.
CCI-004083,IA-8 (2) (a),Accept only external credentials that are NIST compliant.
CCI-004084,IA-8 (2) (b),Document and maintain a list of accepted external authenticators.
CCI-004085,IA-8 (4),Conform to organization-defined identity management profiles for identity management.
CCI-004086,IA-8 (4),Defines the identity management profiles for conforming to the profiles for identity management.
CCI-004087,IA-8 (5),Defines the policy for accepting and verifying federated or PKI credentials.
CCI-004088,IA-8 (6),Implement organization-defined measures to disassociate user attributes or identifier assertion relationships among individuals.
CCI-004089,IA-8 (6),Implement organization-defined measures to disassociate user attributes or identifier assertion relationships among credential service providers.
CCI-004090,IA-8 (6),Implement organization-defined measures to disassociate user attributes or identifier assertion relationships among relying parties.
CCI-004091,IA-8 (6),"Defines the measures to be implemented to disassociate user attributes or identifier assertion relationships among individuals, credential service providers, and relying parties."
CCI-004092,IA-12 a,Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards.
CCI-004093,IA-12 a,Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable guidelines.
CCI-004094,IA-12 b,Resolve user identities to a unique individual.
CCI-004095,IA-12 c,Collect identity evidence.
CCI-004096,IA-12 c,Validate identity evidence.
CCI-004097,IA-12 c,Verify identity evidence.
CCI-004098,IA-12 (1),Require that the registration process to receive an account for logical access includes supervisor or sponsor authorization.
CCI-004099,IA-12 (2),Require evidence of individual identification be presented to the registration authority.
CCI-004100,IA-12 (3),Require that the presented identity evidence be validated through organizational defined methods of validation.
CCI-004101,IA-12 (3),Require that the presented identity evidence be verified through organizational defined methods of verification.
CCI-004102,IA-12 (3),Defines the methods of validation required for presenting identity evidence.
CCI-004103,IA-12 (3),Defines the methods of verification required for presenting identity evidence.
CCI-004104,IA-12 (4),Require that the validation of identity evidence be conducted in person before a designated registration authority.
CCI-004105,IA-12 (4),Require that the verification of identity evidence be conducted in person before a designated registration authority.
CCI-004106,IA-12 (5),Require that a registration code or notice of proofing be delivered through an out-of-band channel to verify the users address (physical or digital) of record.
CCI-004107,IA-12 (6),Accept externally-proofed identities at an organization-defined identity assurance level.
CCI-004108,IA-12 (6),Defines the identity assurance level by accepting externally-proofed identities.
CCI-004109,IR-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and/or system-level incident response policy that is consistent with applicable laws, executive orders, directives, regulati"
CCI-004110,IR-1 b,Designate an organization-defined official to manage the incident response policy.
CCI-004111,IR-1 b,Designate an organization-defined official to manage the incident response procedures.
CCI-004112,IR-1 b,Defines the official designated to manage the incident response policy and procedures.
CCI-004113,IR-1 c 1,Review and update the current incident response policy following organization-defined events.
CCI-004114,IR-1 c 1,Defines the events for reviewing and updating the current incident response policy.
CCI-004115,IR-1 c 2,Review and update the current incident response procedures following organization-defined events.
CCI-004116,IR-1 c 2,Defines the events for reviewing and updating the current incident response procedures.
CCI-004117,IR-2 (2),Defines the automated mechanisms to provide an incident response training environment.
CCI-004118,IR-2 (3),"Provide incident response training on how to identify and respond to a breach, including the organization's process for reporting a breach."
CCI-004119,IR-3 (1),Defines the automated mechanisms to test the incident response capability.
CCI-004120,IR-3 (3) (a),Use qualitative data from testing to determine the effectiveness of incident response processes.
CCI-004121,IR-3 (3) (a),Use quantitative data from testing to determine the effectiveness of incident response processes.
CCI-004122,IR-3 (3) (b),Use qualitative data from testing to continuously improve incident response processes.
CCI-004123,IR-3 (3) (b),Use quantitative data from testing to continuously improve incident response processes.
CCI-004124,IR-3 (3) (c),Use qualitative data from testing to provide incident response measures and metrics that are accurate.
CCI-004125,IR-3 (3) (c),Use quantitative data from testing to provide incident response measures and metrics that are accurate.
CCI-004126,IR-3 (3) (c),Use qualitative data from testing to provide incident response measures and metrics that are consistent.
CCI-004127,IR-3 (3) (c),Use quantitative data from testing to provide incident response measures and metrics that are consistent.
CCI-004128,IR-3 (3) (c),Use qualitative data from testing to provide incident response measures and metrics that are in a reproducible format.
CCI-004129,IR-3 (3) (c),Use quantitative data from testing to provide incident response measures and metrics that are in a reproducible format.
CCI-004130,IR-4 c,Incorporate lessons learned from ongoing incident handling activities into incident response procedures.
CCI-004131,IR-4 c,Incorporate lessons learned from ongoing incident handling activities into incident response training.
CCI-004132,IR-4 c,Incorporate lessons learned from ongoing incident handling activities into incident response testing.
CCI-004133,IR-4 d,Ensure the rigor of incident handling activities are comparable and predictable across the organization.
CCI-004134,IR-4 d,Ensure the intensity of incident handling activities are comparable and predictable across the organization.
CCI-004135,IR-4 d,Ensure the scope of incident handling activities are comparable and predictable across the organization.
CCI-004136,IR-4 d,Ensure the results of incident handling activities are comparable and predictable across the organization.
CCI-004137,IR-4 (1),Defines the automated mechanisms for supporting the incident handling process.
CCI-004138,IR-4 (2),Defines the types of dynamic reconfiguration for system components.
CCI-004139,IR-4 (3),Defines the classes of incidents to identify actions in response to those incidents.
CCI-004140,IR-4 (3),Defines the actions to take in response to organization-defined classes of incidents to ensure continuation of organizational mission and business functions.
CCI-004141,IR-4 (7),Coordinate an incident handling capability for insider threats that includes organization-defined entities.
CCI-004142,IR-4 (7),Defines the organizational entities for coordinating an incident handling capability for insider threats.
CCI-004143,IR-4 (11),Establish and maintain an integrated incident response team that can be deployed to any location identified by the organization in an organization-defined time period.
CCI-004144,IR-4 (11),Defines the time period for establishing and maintaining an integrated incident response team that can be deployed to any location identified by the organization.
CCI-004145,IR-4 (12),Analyze malicious code and/or other residual artifacts remaining in the system after the incident.
CCI-004146,IR-4 (13),Analyze anomalous or suspected adversarial behavior in or related to organization-defined environments or resources.
CCI-004147,IR-4 (13),Defines the environments or resources for analyzing anomalous or suspected adversarial behavior.
CCI-004148,IR-4 (14),Establish and maintain a security operations center.
CCI-004149,IR-4 (15) (a),Manage public relations associated with an incident.
CCI-004150,IR-4 (15) (b),Employ measures to repair the reputation of the organization.
CCI-004151,IR-5 (1),Track incidents using organization-defined automated mechanisms.
CCI-004152,IR-5 (1),Collect incident information using organization-defined automated mechanisms.
CCI-004153,IR-5 (1),Analyze incident information using organization-defined automated mechanisms.
CCI-004154,IR-5 (1),"Defines the automated mechanisms to track, collect, and analyze incident information."
CCI-004155,IR-6 (1),Defines the automated mechanisms for reporting incidents.
CCI-004156,IR-6 (3),Provide incident information to the provider of the product or service.
CCI-004157,IR-8 a 8,Develop an incident response plan that addresses the sharing of incident information.
CCI-004158,IR-8 a 9,Defines the frequency organization-defined personnel or roles will review and approve the incident response plan.
CCI-004159,IR-8 a 10,"Develop an incident response plan that explicitly designates responsibility for incident response to organization-defined entities, personnel, or roles."
CCI-004160,IR-8 (1) (a),"Include a process to determine if notice to individuals or other organizations, including oversight organizations, is needed, in the Incident Response Plan for breaches involving Personally Identifiab"
CCI-004161,IR-8 (1) (b),"Include an assessment process to determine the extent of the harm, embarrassment, inconvenience, or unfairness to affected individuals and any mechanisms to mitigate such harms in the Incident Respons"
CCI-004162,IR-8 (1) (c),Include identification of applicable privacy requirements in the Incident Response Plan for breaches involving Personally Identifiable Information.
CCI-004163,IR-9 a,Respond to information spills by assigning organization-defined personnel or roles with responsibility for responding to information spills.
CCI-004164,IR-9 a,Defines the personnel or roles who will respond to information spills.
CCI-004165,MA-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and/or system-level maintenance policy that is consistent with applicable laws, Executive Orders, directives, regulations, p"
CCI-004166,MA-1 b,"Designate an organization-defined official to manage the development, documentation, and dissemination of the maintenance policy."
CCI-004167,MA-1 b,"Designate an organization-defined official to manage the development, documentation, and dissemination of the maintenance procedures."
CCI-004168,MA-1 b,"Defines the official who will manage the development, documentation, and dissemination of the maintenance policy."
CCI-004169,MA-1 b,"Defines the official who will manage the development, documentation, and dissemination of the maintenance procedures."
CCI-004170,MA-1 c 1,Review and update the current maintenance policy following organization-defined events.
CCI-004171,MA-1 c 1,Defines the events following reviewing and updating the current maintenance policy.
CCI-004172,MA-1 c 2,Review and update the current maintenance procedures following organization-defined events.
CCI-004173,MA-1 c 2,Defines the events following reviewing and updating the current maintenance procedures.
CCI-004174,MA-2 a,Schedule replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements.
CCI-004175,MA-2 a,Document replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements.
CCI-004176,MA-2 a,Review records of replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements.
CCI-004177,MA-2 b,"Approve all maintenance activities, whether performed on site or remotely."
CCI-004178,MA-2 b,"Monitor all maintenance activities, whether performed on site or remotely."
CCI-004179,MA-2 b,"Approve all maintenance activities, whether the system or system components are serviced on site or removed to another location."
CCI-004180,MA-2 b,"Monitor all maintenance activities, whether the system or system components are serviced on site or removed to another location."
CCI-004181,MA-2 d,Defines the information to be removed from associated media.
CCI-004182,MA-2 (2) (a),"Schedule maintenance, repair, and replacement actions for the system using organization-defined automated mechanisms."
CCI-004183,MA-2 (2) (a),"Conduct maintenance, repair, and replacement actions for the system using organization-defined automated mechanisms."
CCI-004184,MA-2 (2) (a),"Document maintenance, repair, and replacement actions for the system using organization-defined automated mechanisms."
CCI-004185,MA-2 (2) (b),"Produce up-to date, accurate, and complete records of all replacement actions requested, scheduled, in process, and completed."
CCI-004186,MA-3 b,Review previously approved system maintenance tools on an organization-defined frequency.
CCI-004187,MA-3 b,Defines the frequency for reviewing previously approved system maintenance tools.
CCI-004188,MA-3 (5),Monitor the use of maintenance tools that execute with increased privilege.
CCI-004189,MA-3 (6),Inspect the maintenance tools to ensure the latest software updates and patches are installed.
CCI-004190,MA-4 e,Terminate session when nonlocal maintenance is completed.
CCI-004191,MA-4 e,Terminate network connection when nonlocal maintenance is completed.
CCI-004192,MA-4 (4) (b) (2),Protect nonlocal maintenance sessions by separating the maintenance session from other network sessions with the system by logically separated communications paths.
CCI-004193,MA-4 (6),Defines the cryptographic mechanisms for protecting the integrity and confidentiality of nonlocal maintenance and diagnostic communications.
CCI-004194,MA-5 (1) (b),"Develop organization-defined alternate controls in the event a system component cannot be sanitized, removed, or disconnected from the system."
CCI-004195,MA-5 (1) (b),"Implement organization-defined alternate controls in the event a system component cannot be sanitized, removed, or disconnected from the system."
CCI-004196,MA-5 (1) (b),"Defines alternate controls in the event a system component cannot be sanitized, removed, or disconnected from the system."
CCI-004197,MA-6 (3),Defines the automated mechanisms for transferring predictive maintenance data to a maintenance system.
CCI-004198,MA-7,Restrict or prohibit field maintenance on organization-defined systems or system components to organization-defined trusted maintenance facilities.
CCI-004199,MA-7,Defines the systems or system components which restrict or prohibit field maintenance.
CCI-004200,MA-7,Defines the trusted maintenance facilities which the systems or system components restrict or prohibit field maintenance.
CCI-004201,MP-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and/or system-level media protection policy that is consistent with applicable laws, Executive Orders, directives, regulatio"
CCI-004202,MP-1 b,Designate an organization-defined official to manage the development and documentation of the media protection policy.
CCI-004203,MP-1 b,Designate an organization-defined official to manage the dissemination of the media protection policy.
CCI-004204,MP-1 b,Designate an organization-defined official to manage development and documentation of the media protection procedures.
CCI-004205,MP-1 b,Designate an organization-defined official to manage dissemination of the media protection procedures.
CCI-004206,MP-1 b,"Defines the official designated to manage the development, documentation, and dissemination of the media protection policy and procedures."
CCI-004207,MP-1 c 1,Review and update the current media protection policy following organization-defined events.
CCI-004208,MP-1 c 1,Defines the events following reviewing and updating the current media policy.
CCI-004209,MP-1 c 2,Review and update the current media protection procedures following organization-defined events.
CCI-004210,MP-1 c 2,Defines the events following reviewing and updating the current media procedures.
CCI-004211,MP-4 a,Physically control and securely store organization-defined types of digital and/or non-digital media within organization-defined controlled areas.
CCI-004212,MP-4 a,Securely store organization-defined types of digital and/or non-digital media within organization-defined controlled areas.
CCI-004213,MP-4 b,Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment.
CCI-004214,MP-4 b,Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved techniques.
CCI-004215,MP-4 b,Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved procedures.
CCI-004216,MP-4 (2),Defines the automated mechanisms which restrict access to media storage areas and log access attempts and access granted.
CCI-004217,MP-5 a,Protect organization-defined types of system media during transport outside of controlled areas using organization-defined controls.
CCI-004218,MP-5 a,Control organization-defined types of system media during transport outside of controlled areas using organization-defined controls.
CCI-004219,MP-6 (2),Test sanitization equipment in accordance with the organization-defined frequency to ensure that the intended sanitization is being achieved.
CCI-004220,MP-6 (2),Test sanitization procedures in accordance with the organization-defined frequency to ensure that the intended sanitization is being achieved.
CCI-004221,MP-8 a,Establish an organization-defined system media downgrading process that includes employing downgrading mechanisms with strength and integrity commensurate with the security category or classification 
CCI-004222,MP-8 a,Defines the system media downgrading process that includes employing downgrading mechanisms with strength and integrity commensurate with the security category or classification of the information.
CCI-004223,MP-8 b,Verify that the system media downgrading process is commensurate with the security category and/or classification level of the information to be removed.
CCI-004224,MP-8 b,Verify that the system media downgrading process is commensurate with the access authorizations of the potential recipients of the downgraded information.
CCI-004225,MP-8 c,Identify organization-defined system media requiring downgrading.
CCI-004226,MP-8 c,Defines the system media requiring downgrading.
CCI-004227,MP-8 (2),Test downgrading equipment on an organization-defined frequency to ensure that intended downgrading actions are being achieved.
CCI-004228,MP-8 (2),Test downgrading procedures on an organization-defined frequency to ensure that intended downgrading actions are being achieved.
CCI-004229,PE-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and/or system-level physical and environmental protection policy that is consistent with applicable laws, Executive Orders, "
CCI-004230,PE-1 b,Designate an organization-defined official to manage the development and documentation of the physical and environmental protection policy.
CCI-004231,PE-1 b,Designate an organization-defined official to manage the dissemination of the physical and environmental protection policy.
CCI-004232,PE-1 b,Designate an organization-defined official to manage development and documentation of the physical and environmental protection procedures.
CCI-004233,PE-1 b,Designate an organization-defined official to manage dissemination of the physical and environmental protection procedures.
CCI-004234,PE-1 b,Defines the official who will manage the physical and environmental policy.
CCI-004235,PE-1 b,Defines the official who will manage the physical and environmental procedures.
CCI-004236,PE-1 c 1,Review and update the current physical and environmental protection policy following organization-defined events.
CCI-004237,PE-1 c 1,Defines the events following reviewing and updating the current physical and environmental protection policy.
CCI-004238,PE-1 c 2,Review and update the current physical and environmental protection procedures following organization-defined events.
CCI-004239,PE-1 c 2,Defines the events following reviewing and updating the current physical and environmental protection procedures.
CCI-004240,PE-3 a,Enforce physical access authorizations at organization-defined entry points to the facility where the system resides.
CCI-004241,PE-3 a,Enforce physical access authorizations at organization-defined exit points to the facility where the system resides.
CCI-004242,PE-3 a 2,Control ingress to the facility where the information system resides using one or more organization-defined physical access control systems or devices or guards.
CCI-004243,PE-3 a 2,Control egress to the facility where the information system resides using one or more organization-defined physical access control systems or devices or guards.
CCI-004244,PE-3 (7),Limit access using physical barriers.
CCI-004245,PE-3 (8),Employ access control vestibules at organization-defined locations within the facility.
CCI-004246,PE-3 (8),Defines the locations within the facility where the access control vestibules are employed.
CCI-004247,PE-5 (2),Link individual identity to receipt of output from output devices.
CCI-004248,PE-6 (2),Defines the automated mechanisms for recognizing organization-defined classes or types of intrusions and initiating organization-defined response actions.
CCI-004249,PE-6 (3) (b),Review video recordings on an organization-defined frequency.
CCI-004250,PE-6 (3) (b),Defines the frequency with which to review video recordings.
CCI-004251,PE-8 c,Report anomalies in visitor access records to organization-defined personnel.
CCI-004252,PE-8 c,Defines the personnel who are to report anomalies in visitor access records.
CCI-004253,PE-8 (1),Defines the automated mechanisms for maintaining and reviewing visitor access records.
CCI-004254,PE-8 (3),Limit personally identifiable information contained in visitor access records to the organization-defined elements identified in the privacy risk assessment.
CCI-004255,PE-8 (3),Defines the elements identified in the privacy risk assessment for limiting personally identifiable information contained in visitor access records.
CCI-004256,PE-10 a,Defines the system or individual system components that provide the capability of shutting off power in emergency situations.
CCI-004257,PE-14 (1),Defines the automatic environmental controls for preventing potentially harmful fluctuations to the system.
CCI-004258,PE-14 (2),Defines the personnel or roles who employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment.
CCI-004259,PE-15 (1),Detect the presence of water near the system.
CCI-004260,PE-15 (1),Alert organization-defined personnel or roles of the presence of water near the system using organization-defined automated mechanisms.
CCI-004261,PE-15 (1),Defines the automated mechanisms for detecting the presence of water and alerting organization-defined personnel or roles.
CCI-004262,PE-17 a,Determine and document the organization-defined alternate work sites allowed for use by employees.
CCI-004263,PE-17 d,Provide a means for employees to communicate with information privacy personnel in case of incidents.
CCI-004264,PE-19 (1),"Protect system components, associated data communications, and networks in accordance with national Emissions Security policies based on the security category or classification of the information."
CCI-004265,PE-19 (1),"Protect system components, associated data communications, and networks in accordance with national Emissions Security procedures based on the security category or classification of the information."
CCI-004266,PE-21,Employ organization-defined protective measures against electromagnetic pulse damage for organization-defined systems and system components.
CCI-004267,PE-21,Defines the protective measure employed against electromagnetic pulse damage for organization-defined systems and system components.
CCI-004268,PE-21,Defines the systems and system components in which organization-defined protective measures are employed against electromagnetic pulse damage.
CCI-004269,PE-22,"Mark organization-defined system hardware components indicating the impact or classification level of the information permitted to be processed, stored, or transmitted by the hardware component."
CCI-004270,PE-22,"Defines the system hardware components which are marked, indicating the impact or classification level of the information permitted to be processed, stored, or transmitted by the hardware component."
CCI-004271,PE-23 a,Plan the location or site of the facility where the system resides considering physical and environmental hazards.
CCI-004272,PE-23 b,"For existing facilities, consider the physical and environmental hazards in the organizational risk management strategy."
CCI-004273,PL-1 a 1 (b),"Develop and document an organization-level; mission/business process-level; and or system-level planning policy that is consistent with applicable laws, Executive Orders, directives, regulations, poli"
CCI-004274,PL-1 b,Designate an organization-defined official to manage the development and documentation of the planning policy and procedures.
CCI-004275,PL-1 b,Designate an organization-defined official to manage the dissemination of the planning policy and procedures.
CCI-004276,PL-1 c 1,Review and update the current planning policy following organization-defined events.
CCI-004277,PL-1 c 2,Review and update the current planning procedures following organization-defined events.
CCI-004278,PL-2 a 4,Develop security and privacy plans for the system that identify the individuals that fulfill system roles and responsibilities.
CCI-004279,PL-2 a 5,"Develop security and privacy plans for the system that identify the information types processed, stored, and transmitted by the system."
CCI-004280,PL-2 a 7,Develop security and privacy plans for the system that describe any specific threats to the system that are of concern to the organization.
CCI-004281,PL-2 a 8,Develop security and privacy plans for the system that provide the results of a privacy risk assessment for the systems processing personally identifiable information.
CCI-004282,PL-2 a 13,Develop security and privacy plans for the system that include risk determinations for security and privacy architecture and design decisions.
CCI-004283,PL-2 a 14,Develop security and privacy plans for the system that include security- and privacy-related activities affecting the system that require planning and coordination with organization-defined individual
CCI-004284,PL-4 a,"Establish the rules describing the responsibilities and expected behavior, for security, for individuals requiring access to the system."
CCI-004285,PL-4 a,"Establish the rules describing the responsibilities and expected behavior, for privacy, for individuals requiring access to the system."
CCI-004286,PL-4 a,"Provide the rules describing the responsibilities and expected behavior, for information and system usage, for individuals requiring access to the system."
CCI-004287,PL-4 a,"Provide the rules describing the responsibilities and expected behavior, for security, for individuals requiring access to the system."
CCI-004288,PL-4 a,"Provide the rules describing the responsibilities and expected behavior, for privacy, for individuals requiring access to the system."
CCI-004289,PL-4 d,Defines the frequency individuals are required to read and re-acknowledge the rules of behavior whenever the rules are revised or updated.
CCI-004290,PL-4 (1) (c),"Include in the rules of behavior, restrictions on use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/"
CCI-004291,PL-7 a,Develop a security Concept of Operations (CONOPS) for the system describing how the organization intends to operate the system from the perspective of information privacy.
CCI-004292,PL-8 a,Develop privacy architectures for the system.
CCI-004293,PL-8 a 1,"Develop privacy architectures for the system that describes the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information."
CCI-004294,PL-8 a 2,Develop security architectures for the system that describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals.
CCI-004295,PL-8 a 2,Develop privacy architectures for the system that describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals.
CCI-004296,PL-8 a 3,Develop privacy architectures for the system that describe how the architectures are integrated into and support the enterprise architecture.
CCI-004297,PL-8 a 4,"Develop privacy architectures for the system that describe any assumptions about, and dependencies on, external systems and services."
CCI-004298,PL-8 c,Reflect planned privacy architecture changes in the privacy plans.
CCI-004299,PL-8 c,Reflect planned privacy architecture changes in the privacy Concept of Operations (CONOPS).
CCI-004300,PL-8 c,Reflect planned privacy architecture changes in the privacy organizational procurements and acquisitions.
CCI-004301,PL-8 (1) (a),Design the privacy architecture for the system using a defense-in-depth approach that allocates organization-defined controls to organization-defined locations.
CCI-004302,PL-8 (1) (a),Design the privacy architecture for the system using a defense-in-depth approach that allocates organization-defined controls to organization-defined architectural layers.
CCI-004303,PL-8 (1) (a),Defines the controls to be allocated to organization-defined locations for the privacy architecture.
CCI-004304,PL-8 (1) (a),Defines the controls to be allocated to the organization-defined privacy architectural layers.
CCI-004305,PL-8 (1) (a),Defines the locations to which the system allocates organization-defined controls in the privacy architecture.
CCI-004306,PL-8 (1) (a),Defines the architectural layers to which the system allocates organization-defined controls in the privacy architecture.
CCI-004307,PL-8 (1) (b),Design the privacy architecture for the system using a defense-in-depth approach that ensures that the allocated controls operate in a coordinated and mutually reinforcing manner.
CCI-004308,PL-8 (2),Defines the controls that are allocated to the organization-defined locations and architectural layers.
CCI-004309,PL-8 (2),Defines the locations and architectural layers that are obtained from different suppliers.
CCI-004310,PL-10,Select a control baseline for the system.
CCI-004311,PL-11,Tailor the selected control baseline by applying specified tailoring actions.
CCI-004312,PM-1 b,Review and update the organization-wide information security program plan following organization-defined events.
CCI-004313,PM-1 b,Defines the events for reviewing and updating the organization-wide information security program plan.
CCI-004314,PM-3 a,Include the resources needed to implement the information security programs in capital planning and investment requests.
CCI-004315,PM-3 a,Include the resources needed to implement the information privacy programs in capital planning and investment requests.
CCI-004316,PM-3 b,"Prepare documentation required for addressing information security programs in capital planning and investment requests in accordance with applicable laws, Executive Orders, directives, policies, regu"
CCI-004317,PM-3 b,"Prepare documentation required for addressing information privacy programs in capital planning and investment requests in accordance with applicable laws, Executive Orders, directives, policies, regul"
CCI-004318,PM-3 c,"Make available for expenditure, the planned information privacy resources."
CCI-004319,PM-4 a 1,Implement a process to ensure that plans of action and milestones for the privacy program and the associated organizational systems are maintained.
CCI-004320,PM-4 a 1,Implement a process to ensure that plans of action and milestones for the privacy program and associated organizational systems are developed.
CCI-004321,PM-4 a 1,Implement a process to ensure that plans of action and milestones for the supply chain risk management programs and the associated organizational systems are maintained.
CCI-004322,PM-4 a 1,Implement a process to ensure that plans of action and milestones for the supply chain risk management programs and the associated organizational systems are developed.
CCI-004323,PM-4 a 2,Implement a process to ensure that plans of action and milestones for the privacy program and associated organizational systems document the remedial information privacy actions to adequately respond 
